complaint_id,description,category,subcategory,latitude,longitude,timestamp,ground_truth_issue_id,is_duplicate
1037,Heavy waterlogging has returned at Saravanampatti after the recent showers. Noticed it this morning while passing by.,Drainage,Waterlogging,11.074325,77.00718,2026-07-30 01:44,ISSUE_0260,True
1038,"Sparks flew from a transformer at Neelambur during the rain, which was alarming.",Electricity,Electrical hazard,10.999104,77.063683,2026-07-29 06:16,ISSUE_0426,False
1039,"The tap water in the Peelamedu locality has visible particles floating in it. Children walk through this area every day, so it needs urgent attention.",Water,Water quality,11.02712,77.025454,2026-08-05 16:58,ISSUE_0344,True
1040,The underpass around the Kavundampalayam Bypass area is submerged and impassable after the rain. Noticed it this morning while passing by.,Drainage,Waterlogging,11.050391,76.945596,2026-07-03 12:53,ISSUE_0293,False
1041,Sewage is backing up beside the Avinashi Road bus stop because the drain is clogged. It is causing inconvenience to daily commuters.,Drainage,Drain overflow,11.022073,77.000631,2026-08-12 10:02,ISSUE_0236,True
1042,The scheduled water supply in the Ganapathy locality did not arrive again today. This has been the case for quite some time.,Water,Water supply,11.032924,76.966978,2026-08-13 18:25,ISSUE_0309,True
1043,People in front of Pollachi Road are falling sick after drinking the tap water. This is becoming a regular nuisance for residents. This has been the case for several days.,Water,Water quality,10.934398,76.967605,2026-08-16 17:43,ISSUE_0341,True
1044,People from outside the area are dumping trash close to Vadavalli Market at night. Noticed it this morning while passing by.,Sanitation,Waste dumping,11.022844,76.908867,2026-07-23 00:12,ISSUE_0210,False
1045,The surface beside the Peelamedu bus stop is patchy with old repairs breaking down again. This is becoming a regular nuisance for residents.,Road,Road damage,11.02957,77.023969,2026-07-26 00:02,ISSUE_0046,True
1046,The corporation truck used to come daily in the Kovaipudur locality but now it's very irregular.,Sanitation,Garbage collection,10.941268,76.914823,2026-07-26 00:09,ISSUE_0158,True
1047,There are exposed live wires hanging close to Podanur which is very dangerous. Elderly residents are finding it especially difficult.,Electricity,Electrical hazard,10.968025,76.970937,2026-08-20 16:39,ISSUE_0409,True
1048,"There's an uneven, sunken patch on the road around the Kuniyamuthur area that's basically a pothole now. This is becoming a regular nuisance for residents.",Road,Pothole,10.967599,76.950204,2026-08-19 00:15,ISSUE_0010,True
1049,The corporation truck used to come daily close to Mettupalayam Road but now it's very irregular. This has been ignored despite earlier complaints. This has been the case for a few weeks.,Sanitation,Garbage collection,11.048442,76.948671,2026-07-02 19:19,ISSUE_0160,True
1050,The corporation truck used to come daily in the Kovaipudur locality but now it's very irregular. It's a small issue but worth noting.,Sanitation,Garbage collection,10.94088,76.91516,2026-08-08 12:26,ISSUE_0158,True
1051,The road surface in the Gandhipuram locality is bumpy and uneven due to wear and tear. It's a small issue but worth noting.,Road,Road damage,11.015587,76.967622,2026-08-12 14:24,ISSUE_0075,False
1052,The sewage line just outside Neelambur appears to have backed up and is overflowing.,Drainage,Drain overflow,10.999329,77.063976,2026-07-11 21:14,ISSUE_0232,True
1053,The tap water near Kalapatti has visible particles floating in it. This has been the case for several days.,Water,Water quality,11.071876,77.030524,2026-08-01 15:02,ISSUE_0342,True
1054,Someone has been illegally dumping construction debris around the Vellalore area. Noticed it this morning while passing by.,Sanitation,Waste dumping,10.944538,76.993831,2026-07-18 15:50,ISSUE_0196,True
1055,We've had frequent power cuts in front of Lakshmi Mills throughout the week. This has been the case since last week.,Electricity,Power outage,11.007395,76.955134,2026-07-03 05:51,ISSUE_0381,True
1056,The signal pole just outside Uppilipalayam looks damaged and the lights aren't lighting up. This is becoming a regular nuisance for residents.,Road,Traffic signal,10.989716,77.023731,2026-08-10 22:27,ISSUE_0089,True
1057,Water only trickles around the Neelambur area for a few minutes instead of the usual hour. It is causing inconvenience to daily commuters.,Water,Water supply,10.998181,77.061395,2026-07-10 06:24,ISSUE_0307,True
1058,The pothole close to Kuniyamuthur has expanded after the rain and is now quite deep.,Road,Pothole,10.967462,76.951263,2026-07-12 08:14,ISSUE_0010,True
1059,Residents close to Mettupalayam Road are frustrated with the inconsistent garbage pickup.,Sanitation,Garbage collection,11.045652,76.947273,2026-08-13 13:59,ISSUE_0153,True
1060,We haven't received municipal water on the Vellalore main road on the usual schedule. Elderly residents are finding it especially difficult. This has been the case since yesterday.,Water,Water supply,10.94396,76.990435,2026-07-26 01:42,ISSUE_0303,True
1061,Bikers keep swerving just outside Sathyamangalam Road because of a hidden pothole. It's a small issue but worth noting.,Road,Pothole,11.038147,77.031904,2026-08-15 13:32,ISSUE_0004,True
1062,"Builders seem to be dumping leftover material in the Vellalore locality illegally. Not a big problem yet, just flagging it. This has been the case since yesterday.",Sanitation,Waste dumping,10.946127,76.990558,2026-07-31 19:59,ISSUE_0197,True
1063,"Illegal dumping beside the Sathyamangalam Road bus stop is attracting stray dogs and pests. Not a big problem yet, just flagging it. This has been the case since last week.",Sanitation,Waste dumping,11.03666,77.035045,2026-07-14 18:09,ISSUE_0204,False
1064,It's pitch dark near Kalapatti at night because the streetlight is broken.,Streetlight,Broken streetlight,11.072212,77.031577,2026-08-13 22:25,ISSUE_0125,True
1065,Water supply in the Sitra locality used to be daily but has now become erratic. Several people in the area have noticed this.,Water,Water supply,10.975092,76.998481,2026-08-15 00:53,ISSUE_0299,True
1066,Can someone look into the pothole close to Vadavalli Bridge? It's getting worse.,Road,Pothole,11.022296,76.902454,2026-07-22 22:06,ISSUE_0034,False
1067,We've had frequent power cuts in front of Sowripalayam throughout the week.,Electricity,Power outage,11.001934,76.992765,2026-07-02 14:57,ISSUE_0373,True
1068,Unauthorized dumping around the Trichy Road area has been happening for weeks now. It is causing inconvenience to daily commuters. This has been the case since last week.,Sanitation,Waste dumping,10.988264,77.006931,2026-07-11 09:44,ISSUE_0198,True
1069,The lamp around the Thudiyalur area used to work fine but has been dead for a month. This has been the case for several days.,Streetlight,Broken streetlight,11.079481,76.944958,2026-07-01 04:47,ISSUE_0129,False
1070,"The damaged pole on the Singanallur main road has wires touching the compound wall, which is risky.",Electricity,Electrical hazard,11.002416,77.029888,2026-07-12 07:33,ISSUE_0405,True
1071,We've been without water near Peelamedu Pudur since the maintenance work began.,Water,Water supply,11.022779,77.033587,2026-08-11 15:29,ISSUE_0327,False
1072,The garbage van skipped our street beside the Kurichi bus stop again this week. It is causing inconvenience to daily commuters.,Sanitation,Garbage collection,10.960292,76.964361,2026-08-06 11:13,ISSUE_0155,True
1073,We are forced to buy bottled water because the tap water just outside Peelamedu is unsafe. The water appears contaminated and unsafe to use.,Water,Water quality,11.027592,77.025594,2026-07-03 09:33,ISSUE_0344,True
1074,"Shops around the Peelamedu Pudur area are getting flooded because the road can't drain the water. Not a big problem yet, just flagging it.",Drainage,Waterlogging,11.025958,77.035568,2026-08-08 09:20,ISSUE_0274,True
1075,The entire stretch just outside Trichy Road looks like it hasn't been repaired in years.,Road,Road damage,10.990563,77.00731,2026-07-02 06:24,ISSUE_0041,True
1076,The cable near the pole beside the Kuniyamuthur bus stop looks frayed and dangerous. Many residents in the area are affected by this. This has been the case since the last heavy rain.,Electricity,Electrical hazard,10.970982,76.951488,2026-07-06 04:46,ISSUE_0404,True
1077,Power supply at Sitra keeps fluctuating before cutting off completely. This is becoming a regular nuisance for residents.,Electricity,Power outage,10.972899,76.99979,2026-07-18 15:27,ISSUE_0378,True
1078,The junction box beside the Trichy Road bus stop has been left open with live connections inside.,Electricity,Electrical hazard,10.987699,77.0069,2026-07-14 00:08,ISSUE_0420,True
1079,Sparking has been seen near the streetlight wiring around the Lakshmi Mills area at night. Vehicles are getting damaged because of this. This has been the case for quite some time.,Electricity,Electrical hazard,11.004721,76.950958,2026-08-05 20:48,ISSUE_0438,False
1080,Commuters in the Neelambur locality are relying on vehicle headlights since there's no street lighting.,Streetlight,Broken streetlight,11.000029,77.060258,2026-08-05 09:32,ISSUE_0141,False
1081,"There's no signal control beside the Chinniampalayam bus stop at all, it seems to have shut down. This has been the case since yesterday.",Road,Traffic signal,11.089183,77.018736,2026-07-08 11:12,ISSUE_0082,True
1082,The overhead tank beside the Ramanathapuram bus stop isn't filling properly due to supply issues. This has been the case for several days.,Water,Water supply,10.995583,76.979019,2026-08-05 07:55,ISSUE_0320,False
1083,Construction vehicles have worsened the already damaged road along the stretch near Race Course.,Road,Road damage,10.996718,76.956522,2026-08-18 04:37,ISSUE_0053,True
1084,Unauthorized dumping near Uppilipalayam has been happening for weeks now.,Sanitation,Waste dumping,10.98925,77.020935,2026-08-18 19:15,ISSUE_0191,True
1085,The lamp in front of Sowripalayam used to work fine but has been dead for a month. Elderly residents are finding it especially difficult. This has been the case for a few weeks.,Streetlight,Broken streetlight,11.000351,76.991644,2026-08-04 11:08,ISSUE_0126,True
1086,"There's an uneven, sunken patch on the road along the stretch near Vadavalli Market that's basically a pothole now.",Road,Pothole,11.019922,76.905965,2026-08-19 20:50,ISSUE_0011,True
1087,The scheduled water supply along the stretch near Sitra did not arrive again today. Several people in the area have noticed this.,Water,Water supply,10.975048,76.998145,2026-07-03 05:59,ISSUE_0299,True
1088,There's a live wire lying on the ground around the Trichy Road area.,Electricity,Electrical hazard,10.98674,77.006245,2026-08-20 22:53,ISSUE_0420,True
1089,The drain around the Ram Nagar area overflows every time it rains even lightly. Several people in the area have noticed this.,Drainage,Drain overflow,10.99989,76.961536,2026-07-16 11:13,ISSUE_0225,True
1090,The pole at Gandhipuram has visible sparking whenever it rains. This has been the case for a few weeks.,Electricity,Electrical hazard,11.016772,76.968943,2026-08-16 16:19,ISSUE_0412,True
1091,There's visible road erosion in front of Sathyamangalam Road near the shoulder. This has been the case for quite some time.,Road,Road damage,11.040408,77.033512,2026-08-03 08:15,ISSUE_0052,True
1092,We've had frequent power cuts around the Sitra area throughout the week. This is becoming a regular nuisance for residents.,Electricity,Power outage,10.973197,76.999661,2026-07-24 01:51,ISSUE_0378,True
1093,Two-wheelers are stalling in the standing water in the Eachanari locality. It is causing inconvenience to daily commuters.,Drainage,Waterlogging,10.951041,76.952811,2026-07-07 08:46,ISSUE_0279,False
1094,A fallen wire around the Kalapatti area is lying across the footpath unattended. This is becoming a regular nuisance for residents.,Electricity,Electrical hazard,11.07458,77.031116,2026-07-16 12:24,ISSUE_0428,False
